scenario,distance_source,stage,origin_id,destination_id,destination_physical_id,flow_tons,distance_km,tonne_km
spatial_s2,osrm,collection_recycling,C02_S,P01,P01,1391.9142771789266,159.5111,222025.77745851548
spatial_s2,osrm,collection_recycling,C17_E,P01,P01,300.0,358.1613,107448.39
spatial_s2,osrm,collection_recycling,C20_E,P01,P01,356.2032105976368,157.7425,56188.38494769773
spatial_s2,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,42.79996686807762,,
spatial_s2,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,45.42285729111373,,
spatial_s2,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,44.34376878164275,,
spatial_s2,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,122.77311091974587,,
spatial_s2,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,110.29431494470896,,
capture_low,osrm,source_collection,GD01,C09_E,C09,139.29012626988515,138.7404,19325.167834734373
capture_low,osrm,source_collection,GD01,C17_E,C17,311.8000702366622,97.7622,30482.260826490616
capture_low,osrm,source_collection,GD02,C02_E,C02,435.73393449781656,0.0,0.0
capture_low,osrm,source_collection,GD03,C02_E,C02,53.15186187772926,102.1378,5428.814238095136
capture_low,osrm,source_collection,GD05,C17_E,C17,115.50212469869246,85.2239,9843.541525108896
capture_low,osrm,source_collection,GD09,C09_E,C09,66.62314272489083,0.0,0.0
capture_low,osrm,source_collection,GD10,C09_E,C09,26.794757672489084,131.9282,3534.9841491676743
capture_low,osrm,source_collection,GD11,C09_E,C09,132.88349375982543,95.089,12635.75853812804
capture_low,osrm,source_collection,GD12,C02_E,C02,101.81201711790395,85.22619999999999,8677.051333293904
capture_low,osrm,source_collection,GD13,C17_E,C17,31.86232413537187,104.2271,3320.917643889817
capture_low,osrm,source_collection,GD17,C17_E,C17,19.552360602619842,0.0,0.0
capture_low,osrm,source_collection,GD18,C17_E,C17,21.72527167685571,109.3077,2374.739478872241
capture_low,osrm,source_collection,GD21,C17_E,C17,14.4828746069869,99.117,1435.4990824207207
capture_low,osrm,collection_echelon,C17_E,P20E,P20E,514.9250259572052,0.0,0.0
capture_low,osrm,collection_recycling,C02_E,P01,P01,590.6978134934498,159.5111,94222.85799793502
capture_low,osrm,collection_recycling,C09_E,P01,P01,365.5915204270823,123.5371,45164.11621815251
capture_low,osrm,emergency_outsource,GD04,OUTSOURCE,OUTSOURCE,59.69362949344978,,
capture_low,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,15.569330144104804,,
capture_low,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,18.828696755458513,,
capture_low,osrm,emergency_outsource,GD08,OUTSOURCE,OUTSOURCE,23.172599371179043,,
capture_low,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,18.103113375545853,,
capture_low,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,53.9503875021834,,
capture_low,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,46.345198742358086,,
capture_low,osrm,emergency_outsource,GD19,OUTSOURCE,OUTSOURCE,15.206538454148472,,
capture_low,osrm,emergency_outsource,GD20,OUTSOURCE,OUTSOURCE,36.2081462838428,,
capture_high,osrm,source_collection,GD01,C02_S,C02,412.1659113799108,141.4812,58313.72774112344
capture_high,osrm,source_collection,GD01,C17_S,C17,941.1046781397345,97.7622,92004.46376523236
capture_high,osrm,source_collection,GD02,C02_S,C02,1307.2018034934495,0.0,0.0
capture_high,osrm,source_collection,GD03,C02_S,C02,159.45558563318775,102.1378,16286.442714285404
capture_high,osrm,source_collection,GD04,C20_E,C20,179.08088848034936,46.2723,8286.48459602927
capture_high,osrm,source_collection,GD05,C17_S,C17,346.5063740960698,85.2239,29530.624575326045
capture_high,osrm,source_collection,GD08,C20_E,C20,69.51779811353713,114.1457,7935.157728128375
capture_high,osrm,source_collection,GD09,C02_S,C02,199.86942817467246,88.7728,17742.968773464563
capture_high,osrm,source_collection,GD10,C20_E,C20,80.38427301746725,127.7243,10267.025002164892
capture_high,osrm,source_collection,GD11,C02_S,C02,398.65048127947597,74.33330000000001,29633.005820091676
capture_high,osrm,source_collection,GD12,C02_S,C02,305.43605135371183,85.22619999999999,26031.153999881713
capture_high,osrm,source_collection,GD13,C02_S,C02,95.58697240611353,126.4266,12084.735925598752
capture_high,osrm,source_collection,GD14,C16_E,C16,54.30934012663755,127.6495,6932.56011249522
capture_high,osrm,source_collection,GD15,C16_E,C16,161.8511625065502,93.1125,15070.366368891155
capture_high,osrm,source_collection,GD16,C16_E,C16,139.03559622707408,0.0,0.0
capture_high,osrm,source_collection,GD17,C17_S,C17,58.65708180786026,0.0,0.0
capture_high,osrm,source_collection,GD18,C17_S,C17,65.17581503056768,109.3077,7124.218436616782
capture_high,osrm,source_collection,GD19,C20_E,C20,45.619615362445415,30.5228,1392.438395784849
capture_high,osrm,source_collection,GD20,C20_E,C20,108.62443885152845,0.0,0.0
capture_high,osrm,source_collection,GD21,C17_S,C17,43.4486238209607,99.117,4306.497247262162
capture_high,osrm,collection_echelon,C16_E,P06,P06,310.0886717554582,274.2217,85033.04271952374
capture_high,osrm,collection_echelon,C16_E,P20E,P20E,45.10742710480361,256.1699,11555.16509069483
capture_high,osrm,collection_echelon,C17_S,P20E,P20E,1454.8925728951963,0.0,0.0
capture_high,osrm,collection_recycling,C02_S,P01,P01,2878.366233720523,159.5111,459131.3641436177
capture_high,osrm,collection_recycling,C20_E,P01,P01,483.2270138253276,157.7425,76225.43722834175
capture_high,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,46.7079904323144,,
capture_high,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,56.486090266375534,,
scale_low_combo,osrm,source_collection,GD01,C02_E,C02,51.227565449781736,141.4812,7247.73743291366
scale_low_combo,osrm,source_collection,GD01,C17_E,C17,133.12326424454133,97.7622,13014.4231837277
scale_low_combo,osrm,source_collection,GD02,C02_E,C02,178.07505676855897,0.0,0.0
scale_low_combo,osrm,source_collection,GD03,C02_E,C02,21.72201903930131,102.1378,2218.639236232349
scale_low_combo,osrm,source_collection,GD04,C20_E,C20,24.395498305676856,46.2723,1128.8358162497711
scale_low_combo,osrm,source_collection,GD05,C17_E,C17,47.20322606113537,85.2239,4022.8430175115946
scale_low_combo,osrm,source_collection,GD06,C06_E,C06,6.362849275109171,0.0,0.0
scale_low_combo,osrm,source_collection,GD07,C07_E,C07,7.694882078602619,0.0,0.0
scale_low_combo,osrm,source_collection,GD08,C20_E,C20,9.470141344978169,114.1457,1080.9759129214747
scale_low_combo,osrm,source_collection,GD09,C02_E,C02,27.22744083842795,88.7728,2417.0561600615965
scale_low_combo,osrm,source_collection,GD10,C20_E,C20,10.950439283842798,127.7243,1398.6371922213227
scale_low_combo,osrm,source_collection,GD11,C02_E,C02,54.306616541484715,74.33330000000001,4036.7900193631463
scale_low_combo,osrm,source_collection,GD12,C02_E,C02,41.608374497816605,85.22619999999999,3546.1236466258174
scale_low_combo,osrm,source_collection,GD13,C02_E,C02,13.021444349344979,126.4266,1646.2569361768979
scale_low_combo,osrm,source_collection,GD14,C16_E,C16,7.398351807860263,127.6495,944.3959090974587
scale_low_combo,osrm,source_collection,GD15,C16_E,C16,22.04835923144105,93.1125,2052.977848937555
scale_low_combo,osrm,source_collection,GD16,C16_E,C16,18.940282689956337,0.0,0.0
scale_low_combo,osrm,source_collection,GD17,C17_E,C17,7.990627877729259,0.0,0.0
scale_low_combo,osrm,source_collection,GD18,C17_E,C17,8.878649746724891,109.3077,970.5047829200804
scale_low_combo,osrm,source_collection,GD19,C20_E,C20,6.214584139737992,30.5228,189.68650878039477
scale_low_combo,osrm,source_collection,GD20,C20_E,C20,14.797488087336246,0.0,0.0
scale_low_combo,osrm,source_collection,GD21,C17_E,C17,5.918838340611354,99.117,586.6574998063757
scale_low_combo,osrm,collection_echelon,C16_E,P20E,P20E,48.386993729257654,256.1699,12395.291344924559
scale_low_combo,osrm,collection_echelon,C17_E,P20E,P20E,203.11460627074223,0.0,0.0
scale_low_combo,osrm,collection_recycling,C02_E,P01,P01,387.1885174847162,159.5111,61760.866331356316
scale_low_combo,osrm,collection_recycling,C06_E,P01,P01,6.362849275109171,384.4626,2446.2775757165873
scale_low_combo,osrm,collection_recycling,C07_E,P01,P01,7.694882078602619,204.2638,1571.7858539272697
scale_low_combo,osrm,collection_recycling,C20_E,P01,P01,65.82815116157207,157.7425,10383.897134604282
scale_stress_combo,osrm,source_collection,GD01,C01_S,C01,2676.048059004367,0.0,0.0
scale_stress_combo,osrm,source_collection,GD01,C17_S,C17,903.9542554061145,97.7622,88372.55670786365
scale_stress_combo,osrm,source_collection,GD02,C02_S,C02,2578.169088995633,0.0,0.0
scale_stress_combo,osrm,source_collection,GD02,C09_S,C09,879.9608062008733,88.19930000000001,77611.92713435269
scale_stress_combo,osrm,source_collection,GD03,C02_S,C02,421.83091100436684,102.1378,43084.88122198182
scale_stress_combo,osrm,source_collection,GD04,C04_E,C04,473.74856158951957,0.0,0.0
scale_stress_combo,osrm,source_collection,GD05,C17_S,C17,916.6634011179038,85.2239,78121.63003053212
scale_stress_combo,osrm,source_collection,GD07,C08_E,C08,149.4308200087336,140.0552,20928.563382487187
scale_stress_combo,osrm,source_collection,GD08,C08_E,C08,183.9054805938865,0.0,0.0
scale_stress_combo,osrm,source_collection,GD09,C09_S,C09,528.7434907598254,0.0,0.0
scale_stress_combo,osrm,source_collection,GD10,C09_S,C09,212.65213747598256,131.9282,28054.813723358922
scale_stress_combo,osrm,source_collection,GD11,C09_S,C09,1054.6077456157204,95.089,100281.59592285324
scale_stress_combo,osrm,source_collection,GD12,C09_S,C09,324.03581994759907,146.90079999999998,47601.12117895825
scale_stress_combo,osrm,source_collection,GD12,C17_S,C17,483.97831944104746,141.1441,68310.68431701916
scale_stress_combo,osrm,source_collection,GD13,C17_S,C17,252.87003581659388,104.2271,26355.91051005971
scale_stress_combo,osrm,source_collection,GD14,C16_E,C16,143.67234820087336,127.6495,18339.703411667386
scale_stress_combo,osrm,source_collection,GD15,C16_E,C16,428.1682768034935,93.1125,39867.81867386529
scale_stress_combo,osrm,source_collection,GD16,C16_E,C16,367.810961187773,0.0,0.0
scale_stress_combo,osrm,source_collection,GD17,C17_S,C17,155.17405776419216,0.0,0.0
scale_stress_combo,osrm,source_collection,GD18,C17_S,C17,172.4190050829694,109.3077,18846.724881907692
scale_stress_combo,osrm,source_collection,GD19,C04_E,C04,120.68416312663756,40.9946,4947.398993711256
scale_stress_combo,osrm,source_collection,GD20,C04_E,C04,287.3599304541485,46.2965,13303.759020270487
scale_stress_combo,osrm,source_collection,GD21,C17_S,C17,114.94092537117905,99.117,11392.599700015155
scale_stress_combo,osrm,collection_echelon,C01_S,P10,P10,1500.0,0.0,0.0
scale_stress_combo,osrm,collection_echelon,C02_S,P11,P11,1500.0,0.0,0.0
scale_stress_combo,osrm,collection_echelon,C02_S,P17,P17,958.9973551689964,0.0,0.0
scale_stress_combo,osrm,collection_echelon,C04_E,P02E,P02E,881.7926551703057,0.0,0.0
scale_stress_combo,osrm,collection_recycling,C01_S,P01,P01,115.69964519650696,260.8387,30178.945043518124
scale_stress_combo,osrm,collection_recycling,C01_S,P20R,P20R,1060.3484138078602,97.7622,103661.9937003668
scale_stress_combo,osrm,collection_recycling,C02_S,P01,P01,541.0026448310036,159.5111,86295.92697990271
scale_stress_combo,osrm,collection_recycling,C08_E,P01,P01,333.3363006026201,216.151,72050.97471155693
scale_stress_combo,osrm,collection_recycling,C09_S,P01,P01,2999.9999999999995,123.5371,370611.29999999993
scale_stress_combo,osrm,collection_recycling,C16_E,P20R,P20R,939.6515861921398,256.1699,240710.45286968182
scale_stress_combo,osrm,collection_recycling,C17_S,P20R,P20R,3000.0,0.0,0.0
scale_stress_combo,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,123.56339903056768,,
transport_low,osrm,source_collection,GD01,C02_S,C02,902.1803930131005,141.4812,127641.56461996507
transport_low,osrm,source_collection,GD02,C02_S,C02,871.4678689956331,0.0,0.0
transport_low,osrm,source_collection,GD03,C02_S,C02,106.30372375545852,102.1378,10857.628476190272
transport_low,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
transport_low,osrm,source_collection,GD05,C02_S,C02,42.52526317030563,142.9087,6077.230076826257
transport_low,osrm,source_collection,GD05,C17_E,C17,188.47898622707424,85.2239,16062.914274317553
transport_low,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
transport_low,osrm,source_collection,GD09,C02_S,C02,133.24628544978165,88.7728,11828.645848976377
transport_low,osrm,source_collection,GD10,C20_E,C20,53.589515344978196,127.7243,6844.683334776599
transport_low,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
transport_low,osrm,source_collection,GD12,C02_S,C02,203.6240342358079,85.22619999999999,17354.10266658781
transport_low,osrm,source_collection,GD13,C02_S,C02,63.72464827074236,126.4266,8056.490617065835
transport_low,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
transport_low,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
transport_low,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
transport_low,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
transport_low,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
transport_low,osrm,collection_echelon,C02_S,P11,P11,1123.8466914362448,0.0,0.0
transport_low,osrm,collection_recycling,C02_S,P01,P01,1464.9925129742358,159.5111,233682.5672362846
transport_low,osrm,collection_recycling,C17_E,P01,P01,300.0000000000004,358.1613,107448.39000000013
transport_low,osrm,collection_recycling,C20_E,P01,P01,322.1513425502184,157.7425,50816.958152227824
transport_low,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
transport_low,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
transport_low,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
transport_low,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
transport_low,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
transport_high,osrm,source_collection,GD01,C02_S,C02,902.1803930131005,141.4812,127641.56461996507
transport_high,osrm,source_collection,GD02,C02_S,C02,871.467868995633,0.0,0.0
transport_high,osrm,source_collection,GD03,C02_S,C02,106.3037237554585,102.1378,10857.62847619027
transport_high,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
transport_high,osrm,source_collection,GD05,C02_S,C02,42.525263170305664,142.9087,6077.230076826261
transport_high,osrm,source_collection,GD05,C17_E,C17,188.47898622707422,85.2239,16062.91427431755
transport_high,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
transport_high,osrm,source_collection,GD09,C02_S,C02,133.24628544978165,88.7728,11828.645848976377
transport_high,osrm,source_collection,GD10,C20_E,C20,53.58951534497817,127.7243,6844.683334776595
transport_high,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
transport_high,osrm,source_collection,GD12,C02_S,C02,203.62403423580787,85.22619999999999,17354.102666587805
transport_high,osrm,source_collection,GD13,C02_S,C02,63.72464827074236,126.4266,8056.490617065835
transport_high,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
transport_high,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
transport_high,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
transport_high,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
transport_high,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
transport_high,osrm,collection_echelon,C02_S,P11,P11,1123.846691436244,0.0,0.0
transport_high,osrm,collection_recycling,C02_S,P01,P01,1464.992512974236,159.5111,233682.56723628464
transport_high,osrm,collection_recycling,C17_E,P01,P01,299.99999999999983,358.1613,107448.38999999993
transport_high,osrm,collection_recycling,C20_E,P01,P01,322.1513425502184,157.7425,50816.958152227824
transport_high,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
transport_high,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
transport_high,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
transport_high,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
transport_high,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
transport_double,osrm,source_collection,GD01,C02_S,C02,902.1803930131005,141.4812,127641.56461996507
transport_double,osrm,source_collection,GD02,C02_S,C02,871.4678689956331,0.0,0.0
transport_double,osrm,source_collection,GD03,C02_S,C02,106.30372375545852,102.1378,10857.628476190272
transport_double,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
transport_double,osrm,source_collection,GD05,C02_S,C02,42.52526317030561,142.9087,6077.230076826253
transport_double,osrm,source_collection,GD05,C17_E,C17,188.47898622707427,85.2239,16062.914274317554
transport_double,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
transport_double,osrm,source_collection,GD09,C02_S,C02,133.24628544978165,88.7728,11828.645848976377
transport_double,osrm,source_collection,GD10,C20_E,C20,53.58951534497817,127.7243,6844.683334776595
transport_double,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
transport_double,osrm,source_collection,GD12,C02_S,C02,203.6240342358079,85.22619999999999,17354.10266658781
transport_double,osrm,source_collection,GD13,C02_S,C02,63.72464827074236,126.4266,8056.490617065835
transport_double,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
transport_double,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
transport_double,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
transport_double,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
transport_double,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
transport_double,osrm,collection_echelon,C02_S,P17,P17,1123.8466914362443,0.0,0.0
transport_double,osrm,collection_recycling,C02_S,P01,P01,1464.9925129742358,159.5111,233682.5672362846
transport_double,osrm,collection_recycling,C17_E,P01,P01,300.00000000000034,358.1613,107448.39000000012
transport_double,osrm,collection_recycling,C20_E,P01,P01,322.1513425502184,157.7425,50816.958152227824
transport_double,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
transport_double,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
transport_double,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
transport_double,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
transport_double,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
transport_fivefold,osrm,source_collection,GD01,C02_S,C02,902.180393013096,141.4812,127641.56461996444
transport_fivefold,osrm,source_collection,GD02,C02_S,C02,871.467868995632,0.0,0.0
transport_fivefold,osrm,source_collection,GD03,C02_S,C02,106.30372375545838,102.1378,10857.628476190257
transport_fivefold,osrm,source_collection,GD04,C20_E,C20,119.38725898689955,46.2723,5524.3230640195125
transport_fivefold,osrm,source_collection,GD05,C02_S,C02,42.52526317030706,142.9087,6077.230076826461
transport_fivefold,osrm,source_collection,GD05,C17_E,C17,188.47898622707385,85.2239,16062.914274317518
transport_fivefold,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
transport_fivefold,osrm,source_collection,GD09,C02_S,C02,133.24628544978148,88.7728,11828.645848976363
transport_fivefold,osrm,source_collection,GD10,C20_E,C20,53.58951534497817,127.7243,6844.683334776595
transport_fivefold,osrm,source_collection,GD11,C02_S,C02,265.7669875196506,74.33330000000001,19755.337213394447
transport_fivefold,osrm,source_collection,GD12,C02_S,C02,203.6240342358079,85.22619999999999,17354.10266658781
transport_fivefold,osrm,source_collection,GD13,C02_S,C02,63.72464827074227,126.4266,8056.490617065824
transport_fivefold,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
transport_fivefold,osrm,source_collection,GD18,C17_E,C17,43.45054335371179,109.3077,4749.478957744522
transport_fivefold,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
transport_fivefold,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
transport_fivefold,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
transport_fivefold,osrm,collection_echelon,C02_S,P17,P17,823.8466914362473,0.0,0.0
transport_fivefold,osrm,collection_echelon,C17_E,P20E,P20E,299.9999999999983,0.0,0.0
transport_fivefold,osrm,collection_recycling,C02_S,P01,P01,1764.9925129742282,159.5111,281535.8972362834
transport_fivefold,osrm,collection_recycling,C20_E,P01,P01,322.1513425502184,157.7425,50816.958152227824
transport_fivefold,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
transport_fivefold,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
transport_fivefold,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
transport_fivefold,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
transport_fivefold,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
radius_tight,osrm,source_collection,GD01,C11_S,C11,708.4303044541483,63.2176,44785.26361486057
radius_tight,osrm,source_collection,GD01,C17_E,C17,193.750088558952,97.7622,18941.43490771798
radius_tight,osrm,source_collection,GD02,C11_S,C11,871.4678689956331,74.1049,64580.039285134495
radius_tight,osrm,source_collection,GD03,C12_E,C12,106.3037237554585,43.255,4598.167571042358
radius_tight,osrm,source_collection,GD05,C05_E,C05,192.8248083755459,0.0,0.0
radius_tight,osrm,source_collection,GD05,C17_E,C17,38.17944102183403,85.2239,3253.800863700681
radius_tight,osrm,source_collection,GD09,C11_S,C11,133.24628544978165,94.6155,12607.163920973815
radius_tight,osrm,source_collection,GD11,C11_S,C11,265.7669875196506,0.0,0.0
radius_tight,osrm,source_collection,GD12,C11_S,C11,9.927757991266475,81.4106,808.2247347237985
radius_tight,osrm,source_collection,GD12,C12_E,C12,193.69627624454142,0.0,0.0
radius_tight,osrm,source_collection,GD13,C05_E,C05,63.72464827074232,67.43960000000001,4297.564789519554
radius_tight,osrm,source_collection,GD17,C17_E,C17,39.104721205240175,0.0,0.0
radius_tight,osrm,source_collection,GD18,C05_E,C05,43.45054335371177,94.902,4123.543465353955
radius_tight,osrm,source_collection,GD21,C17_E,C17,28.9657492139738,99.117,2870.9981648414414
radius_tight,osrm,collection_echelon,C05_E,P15,P15,299.9999999999996,0.0,0.0
radius_tight,osrm,collection_echelon,C11_S,P15,P15,111.09372154366834,82.4602,9160.8104972352
radius_tight,osrm,collection_echelon,C12_E,P15,P15,299.99999999999994,75.559,22667.699999999993
radius_tight,osrm,collection_echelon,C17_E,P15,P15,300.0,84.96539999999999,25489.619999999995
radius_tight,osrm,collection_recycling,C11_S,P01,P01,1877.7454828668122,199.2956,374226.4126552311
radius_tight,osrm,emergency_outsource,GD04,OUTSOURCE,OUTSOURCE,119.38725898689955,,
radius_tight,osrm,emergency_outsource,GD06,OUTSOURCE,OUTSOURCE,31.138660288209607,,
radius_tight,osrm,emergency_outsource,GD07,OUTSOURCE,OUTSOURCE,37.657393510917025,,
radius_tight,osrm,emergency_outsource,GD08,OUTSOURCE,OUTSOURCE,46.345198742358086,,
radius_tight,osrm,emergency_outsource,GD10,OUTSOURCE,OUTSOURCE,53.58951534497817,,
radius_tight,osrm,emergency_outsource,GD14,OUTSOURCE,OUTSOURCE,36.206226751091705,,
radius_tight,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
radius_tight,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
radius_tight,osrm,emergency_outsource,GD19,OUTSOURCE,OUTSOURCE,30.413076908296944,,
radius_tight,osrm,emergency_outsource,GD20,OUTSOURCE,OUTSOURCE,72.4162925676856,,
radius_loose,osrm,source_collection,GD01,C13_S,C13,676.7695966550218,81.83030000000001,55380.259125159435
radius_loose,osrm,source_collection,GD01,C18_E,C18,225.41079635807858,78.0213,17586.843365892557
radius_loose,osrm,source_collection,GD02,C13_S,C13,871.4678689956331,120.5209,105030.0918924358
radius_loose,osrm,source_collection,GD03,C13_S,C13,106.30372375545852,81.7238,8687.54425944634
radius_loose,osrm,source_collection,GD04,C20_E,C20,119.38725898689952,46.2723,5524.323064019511
radius_loose,osrm,source_collection,GD05,C13_S,C13,231.00424939737988,66.31339999999999,15318.677191988209
radius_loose,osrm,source_collection,GD06,C18_E,C18,31.138660288209607,180.2101,5611.501084404283
radius_loose,osrm,source_collection,GD07,C20_E,C20,37.657393510917025,193.6515,7292.410739479348
radius_loose,osrm,source_collection,GD08,C20_E,C20,46.345198742358086,114.1457,5290.1051520855835
radius_loose,osrm,source_collection,GD09,C13_S,C13,133.24628544978165,182.8135,24359.21980507366
radius_loose,osrm,source_collection,GD10,C20_E,C20,53.589515344977904,127.7243,6844.683334776561
radius_loose,osrm,source_collection,GD11,C13_S,C13,265.7669875196506,112.4987,29898.44059887692
radius_loose,osrm,source_collection,GD12,C13_S,C13,203.6240342358079,39.5464,8052.597507502953
radius_loose,osrm,source_collection,GD13,C13_S,C13,63.72464827074236,0.0,0.0
radius_loose,osrm,source_collection,GD14,C13_S,C13,36.206226751091705,174.3725,6313.370274154739
radius_loose,osrm,source_collection,GD17,C13_S,C13,39.104721205240175,101.9135,3985.2990045502447
radius_loose,osrm,source_collection,GD18,C18_E,C18,43.45054335371179,0.0,0.0
radius_loose,osrm,source_collection,GD19,C20_E,C20,30.413076908296944,30.5228,928.2922638565659
radius_loose,osrm,source_collection,GD20,C20_E,C20,72.4162925676856,0.0,0.0
radius_loose,osrm,source_collection,GD21,C13_S,C13,28.9657492139738,167.4085,4849.1126272875335
radius_loose,osrm,collection_echelon,C13_S,P06,P06,1160.597489628821,0.0,0.0
radius_loose,osrm,collection_recycling,C13_S,P01,P01,1495.5866018209624,280.0438,418829.7552030292
radius_loose,osrm,collection_recycling,C18_E,P01,P01,299.9999999999991,307.1555,92146.64999999973
radius_loose,osrm,collection_recycling,C20_E,P01,P01,359.80873606113494,157.7425,56757.12954812358
radius_loose,osrm,emergency_outsource,GD15,OUTSOURCE,OUTSOURCE,107.9007750043668,,
radius_loose,osrm,emergency_outsource,GD16,OUTSOURCE,OUTSOURCE,92.69039748471617,,
road_factor_low,proxy,source_collection,GD01,C09_S,C09,902.1803930131005,129.79965213288574,117102.70117421058
road_factor_low,proxy,source_collection,GD02,C09_S,C09,871.4678689956331,80.34893412750476,70021.51440016707
road_factor_low,proxy,source_collection,GD03,C09_S,C09,106.3037237554594,139.72399940718964,14853.18143498986
road_factor_low,proxy,source_collection,GD04,C20_E,C20,119.38725898689955,42.25725275924342,5044.97757924267
road_factor_low,proxy,source_collection,GD05,C09_S,C09,142.45613819213972,146.32867265465262,20845.41761316357
road_factor_low,proxy,source_collection,GD05,C17_E,C17,88.54811120524016,73.86300387688202,6540.4294812432345
road_factor_low,proxy,source_collection,GD07,C09_S,C09,37.657393510917025,140.92170304098136,5306.744025642827
