arc_id,origin_id,origin_type,origin_name,destination_id,destination_type,destination_name,proxy_km,osrm_km,osrm_duration_min,route_profile,osrm_query_date,proxy_quality_flag,osrm_quality_flag
A0242,GD12,source,中山,C11,collection,东莞虚拟回收/检测中心,79.79519060047858,81.4106,72.66000000000001,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0243,GD12,source,中山,C12,collection,中山虚拟回收/检测中心,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0244,GD12,source,中山,C13,collection,江门虚拟回收/检测中心,39.22129266425868,39.5464,35.535,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0245,GD12,source,中山,C14,collection,阳江虚拟回收/检测中心,205.9387801343193,216.03920000000002,151.02166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0246,GD12,source,中山,C15,collection,湛江虚拟回收/检测中心,410.5848719535726,387.822,261.39500000000004,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0247,GD12,source,中山,C16,collection,茂名虚拟回收/检测中心,325.5130888831378,307.07259999999997,210.31,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0248,GD12,source,中山,C17,collection,肇庆虚拟回收/检测中心,134.2064883138392,141.1441,108.295,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0249,GD12,source,中山,C18,collection,清远虚拟回收/检测中心,160.66540404712987,156.5989,117.08999999999999,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0250,GD12,source,中山,C19,collection,潮州虚拟回收/检测中心,424.85020930041117,413.4093,287.8333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0251,GD12,source,中山,C20,collection,揭阳虚拟回收/检测中心,391.1244551256192,380.49359999999996,269.81166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0252,GD12,source,中山,C21,collection,云浮虚拟回收/检测中心,199.50503646734242,206.90179999999998,151.51000000000002,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0253,GD13,source,江门,C01,collection,广州虚拟回收/检测中心,76.3956958586808,82.7962,65.80833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0254,GD13,source,江门,C02,collection,深圳虚拟回收/检测中心,120.66466151382667,126.42660000000001,94.32666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0255,GD13,source,江门,C03,collection,珠海虚拟回收/检测中心,73.6969883389518,82.6083,62.593333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0256,GD13,source,江门,C04,collection,汕头虚拟回收/检测中心,454.35854812853415,451.7913,316.22833333333335,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0257,GD13,source,江门,C05,collection,佛山虚拟回收/检测中心,59.22325916789457,67.43960000000001,53.09166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0258,GD13,source,江门,C06,collection,韶关虚拟回收/检测中心,313.42946331342586,316.6007,228.19166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0259,GD13,source,江门,C07,collection,河源虚拟回收/检测中心,316.3240228712952,344.6677,260.24666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0260,GD13,source,江门,C08,collection,梅州虚拟回收/检测中心,436.6461010859192,453.5438,316.1066666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0261,GD13,source,江门,C09,collection,惠州虚拟回收/检测中心,178.96752942018048,185.8017,137.40666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0262,GD13,source,江门,C10,collection,汕尾虚拟回收/检测中心,304.8551803783433,307.7616,230.31833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0263,GD13,source,江门,C11,collection,东莞虚拟回收/检测中心,100.84581605844396,123.1212,92.67166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0264,GD13,source,江门,C12,collection,中山虚拟回收/检测中心,39.22129266425868,40.658,37.01166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0265,GD13,source,江门,C13,collection,江门虚拟回收/检测中心,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0266,GD13,source,江门,C14,collection,阳江虚拟回收/检测中心,172.24234503832372,190.8956,127.66333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0267,GD13,source,江门,C15,collection,湛江虚拟回收/检测中心,379.3560995691944,355.287,237.345,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0268,GD13,source,江门,C16,collection,茂名虚拟回收/检测中心,293.09106494828376,274.5376,186.26000000000002,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0269,GD13,source,江门,C17,collection,肇庆虚拟回收/检测中心,98.20082167156956,104.22710000000001,80.53833333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0270,GD13,source,江门,C18,collection,清远虚拟回收/检测中心,147.02898541450745,144.4254,114.02666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0271,GD13,source,江门,C19,collection,潮州虚拟回收/检测中心,457.9707384090611,452.3102,308.6433333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0272,GD13,source,江门,C20,collection,揭阳虚拟回收/检测中心,424.40000183942857,419.3945,290.62166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0273,GD13,source,江门,C21,collection,云浮虚拟回收/检测中心,160.29151114661695,167.8536,123.01333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0274,GD14,source,阳江,C01,collection,广州虚拟回收/检测中心,228.13253822875888,233.70170000000002,163.39,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0275,GD14,source,阳江,C02,collection,深圳虚拟回收/检测中心,286.6932251227238,285.0773,198.73166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0276,GD14,source,阳江,C03,collection,珠海虚拟回收/检测中心,222.31046381687938,242.77429999999998,167.715,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0277,GD14,source,阳江,C04,collection,汕头虚拟回收/检测中心,625.3796721915959,610.4419,420.6333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0278,GD14,source,阳江,C05,collection,佛山虚拟回收/检测中心,205.69397617582445,210.554,144.70499999999998,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0279,GD14,source,阳江,C06,collection,韶关虚拟回收/检测中心,441.6558572790621,436.28479999999996,310.92333333333335,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0280,GD14,source,阳江,C07,collection,河源虚拟回收/检测中心,482.83039770554365,506.9669,364.88666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0281,GD14,source,阳江,C08,collection,梅州虚拟回收/检测中心,606.9165436644514,604.6553,418.7683333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0282,GD14,source,阳江,C09,collection,惠州虚拟回收/检测中心,351.17072385173043,351.8615,245.29833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0283,GD14,source,阳江,C10,collection,汕尾虚拟回收/检测中心,475.24115449069046,466.1564,339.4433333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0284,GD14,source,阳江,C11,collection,东莞虚拟回收/检测中心,271.30826923165324,283.8999,194.47333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0285,GD14,source,阳江,C12,collection,中山虚拟回收/检测中心,205.9387801343193,205.1467,142.23166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0286,GD14,source,阳江,C13,collection,江门虚拟回收/检测中心,172.24234503832372,174.3725,121.62666666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0287,GD14,source,阳江,C14,collection,阳江虚拟回收/检测中心,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0288,GD14,source,阳江,C15,collection,湛江虚拟回收/检测中心,208.31711730405573,215.3165,146.69166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0289,GD14,source,阳江,C16,collection,茂名虚拟回收/检测中心,121.20664482511194,127.6495,94.70833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0290,GD14,source,阳江,C17,collection,肇庆虚拟回收/检测中心,152.24398513792852,157.7159,112.49666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0291,GD14,source,阳江,C18,collection,清远虚拟回收/检测中心,262.9480259372752,264.9295,188.735,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0292,GD14,source,阳江,C19,collection,潮州虚拟回收/检测中心,630.0503363792635,619.0198,417.96500000000003,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0293,GD14,source,阳江,C20,collection,揭阳虚拟回收/检测中心,596.4217203202264,586.1041,399.9433333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0294,GD14,source,阳江,C21,collection,云浮虚拟回收/检测中心,101.30138350861198,117.0409,81.34333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0295,GD15,source,湛江,C01,collection,广州虚拟回收/检测中心,435.86375186529995,417.4008,278.50333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0296,GD15,source,湛江,C02,collection,深圳虚拟回收/检测中心,488.3737657884904,466.1125,315.4683333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0297,GD15,source,湛江,C03,collection,珠海虚拟回收/检测中心,420.3939061655412,407.71520000000004,277.53499999999997,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0298,GD15,source,湛江,C04,collection,汕头虚拟回收/检测中心,828.3713526049856,791.4771999999999,537.37,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0299,GD15,source,湛江,C05,collection,佛山虚拟回收/检测中心,413.4873083569706,396.1833,263.6166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0300,GD15,source,湛江,C06,collection,韶关虚拟回收/检测中心,636.9781427860692,645.3444000000001,438.71666666666664,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0301,GD15,source,湛江,C07,collection,河源虚拟回收/检测中心,690.9757745542857,687.8736,479.56166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0302,GD15,source,湛江,C08,collection,梅州虚拟回收/检测中心,815.1568254890299,785.562,533.4433333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0303,GD15,source,湛江,C09,collection,惠州虚拟回收/检测中心,558.1215185443488,532.7683000000001,359.97333333333336,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0304,GD15,source,湛江,C10,collection,汕尾虚拟回收/检测中心,677.999715742461,655.378,454.315,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0305,GD15,source,湛江,C11,collection,东莞虚拟回收/检测中心,479.3156543516013,464.8066,309.14833333333337,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0306,GD15,source,湛江,C12,collection,中山虚拟回收/检测中心,410.5848719535726,386.182,258.96833333333336,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0307,GD15,source,湛江,C13,collection,江门虚拟回收/检测中心,379.3560995691944,355.2792,236.30166666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0308,GD15,source,湛江,C14,collection,阳江虚拟回收/检测中心,208.31711730405573,209.5613,140.09666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0309,GD15,source,湛江,C15,collection,湛江虚拟回收/检测中心,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0310,GD15,source,湛江,C16,collection,茂名虚拟回收/检测中心,87.62149652993399,93.1125,67.86999999999999,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0311,GD15,source,湛江,C17,collection,肇庆虚拟回收/检测中心,351.9646269546589,350.6076,243.34,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0312,GD15,source,湛江,C18,collection,清远虚拟回收/检测中心,462.40989323879114,457.82120000000003,319.5783333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0313,GD15,source,湛江,C19,collection,潮州虚拟回收/检测中心,835.335693104037,799.9265,532.64,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0314,GD15,source,湛江,C20,collection,揭阳虚拟回收/检测中心,801.5756313567111,767.0109,514.6183333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0315,GD15,source,湛江,C21,collection,云浮虚拟回收/检测中心,277.0998258571257,281.1812,203.17166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0316,GD16,source,茂名,C01,collection,广州虚拟回收/检测中心,348.28546413377285,336.3432,228.51666666666668,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0317,GD16,source,茂名,C02,collection,深圳虚拟回收/检测中心,404.74229830480357,385.05490000000003,265.4816666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0318,GD16,source,茂名,C03,collection,珠海虚拟回收/检测中心,337.94547424500036,326.65770000000003,227.54833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0319,GD16,source,茂名,C04,collection,汕头虚拟回收/检测中心,744.5218279389317,710.4196,487.3833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0320,GD16,source,茂名,C05,collection,佛山虚拟回收/检测中心,325.92386177012366,315.12579999999997,213.63,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0321,GD16,source,茂名,C06,collection,韶关虚拟回收/检测中心,551.5998500712193,534.7389000000001,385.06166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0322,GD16,source,茂名,C07,collection,河源虚拟回收/检测中心,603.471574151374,606.8161,429.575,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0323,GD16,source,茂名,C08,collection,梅州虚拟回收/检测中心,728.0835318499868,704.5045,483.4566666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0324,GD16,source,茂名,C09,collection,惠州虚拟回收/检测中心,472.0511550369907,451.71070000000003,309.9866666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0325,GD16,source,茂名,C10,collection,汕尾虚拟回收/检测中心,594.1606647071775,574.3204000000001,404.3283333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0326,GD16,source,茂名,C11,collection,东莞虚拟回收/检测中心,392.5078157037128,383.7491,259.1616666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0327,GD16,source,茂名,C12,collection,中山虚拟回收/检测中心,325.5130888831378,305.12440000000004,208.98166666666665,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0328,GD16,source,茂名,C13,collection,江门虚拟回收/检测中心,293.09106494828376,274.2217,186.315,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0329,GD16,source,茂名,C14,collection,阳江虚拟回收/检测中心,121.20664482511194,128.5038,90.11,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0330,GD16,source,茂名,C15,collection,湛江虚拟回收/检测中心,87.62149652993399,96.57730000000001,69.58666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0331,GD16,source,茂名,C16,collection,茂名虚拟回收/检测中心,0.0001139223575592041,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0332,GD16,source,茂名,C17,collection,肇庆虚拟回收/检测中心,264.97558445306174,256.1699,186.63500000000002,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0333,GD16,source,茂名,C18,collection,清远虚拟回收/检测中心,375.7877970270814,363.3835,262.87333333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0334,GD16,source,茂名,C19,collection,潮州虚拟回收/检测中心,750.2981020093883,718.869,482.65333333333336,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0335,GD16,source,茂名,C20,collection,揭阳虚拟回收/检测中心,716.5986854516393,685.9533,464.6316666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0336,GD16,source,茂名,C21,collection,云浮虚拟回收/检测中心,192.78035000681058,212.2201,149.6,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0337,GD17,source,肇庆,C01,collection,广州虚拟回收/检测中心,98.58397364775895,97.8653,81.24499999999999,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0338,GD17,source,肇庆,C02,collection,深圳虚拟回收/检测中心,207.3785732131572,227.31560000000002,165.75833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0339,GD17,source,肇庆,C03,collection,珠海虚拟回收/检测中心,171.67709725824648,183.4304,136.80666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0340,GD17,source,肇庆,C04,collection,汕头虚拟回收/检测中心,518.7961723587362,510.1762,357.9583333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0341,GD17,source,肇庆,C05,collection,佛山虚拟回收/检测中心,80.57782241114403,84.96539999999999,73.87833333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0342,GD17,source,肇庆,C06,collection,韶关虚拟回收/检测中心,289.43307246740227,284.1009,215.84,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0343,GD17,source,肇庆,C07,collection,河源虚拟回收/检测中心,347.2375461741987,370.2673,281.85499999999996,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0344,GD17,source,肇庆,C08,collection,梅州虚拟回收/检测中心,476.58618977707783,479.14340000000004,337.71500000000003,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0345,GD17,source,肇庆,C09,collection,惠州虚拟回收/检测中心,239.7967570099756,236.063,168.925,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0346,GD17,source,肇庆,C10,collection,汕尾虚拟回收/检测中心,374.5160449794057,371.8442,278.31666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0347,GD17,source,肇庆,C11,collection,东莞虚拟回收/检测中心,157.83268942296343,156.82410000000002,122.795,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0348,GD17,source,肇庆,C12,collection,中山虚拟回收/检测中心,134.2064883138392,141.5263,112.58166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0349,GD17,source,肇庆,C13,collection,江门虚拟回收/检测中心,98.20082167156956,101.9135,83.305,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0350,GD17,source,肇庆,C14,collection,阳江虚拟回收/检测中心,152.24398513792852,163.82770000000002,126.56166666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0351,GD17,source,肇庆,C15,collection,湛江虚拟回收/检测中心,351.9646269546589,347.37059999999997,250.55333333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0352,GD17,source,肇庆,C16,collection,茂名虚拟回收/检测中心,264.97558445306174,254.60739999999998,194.10833333333332,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0353,GD17,source,肇庆,C17,collection,肇庆虚拟回收/检测中心,0.0,0.0,0.0,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0354,GD17,source,肇庆,C18,collection,清远虚拟回收/检测中心,111.19371737991149,111.92,91.99666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0355,GD17,source,肇庆,C19,collection,潮州虚拟回收/检测中心,515.9814766304124,504.865,350.345,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0356,GD17,source,肇庆,C20,collection,揭阳虚拟回收/检测中心,483.5501987128742,471.9493,332.3233333333334,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0357,GD17,source,肇庆,C21,collection,云浮虚拟回收/检测中心,84.3101346674444,96.24719999999999,75.16666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0358,GD18,source,清远,C01,collection,广州虚拟回收/检测中心,78.25907590976536,77.3604,58.531666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0359,GD18,source,清远,C02,collection,深圳虚拟回收/检测中心,195.61734579697602,204.8805,143.91666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0360,GD18,source,清远,C03,collection,珠海虚拟回收/检测中心,198.69550482506634,199.00279999999998,146.87,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0361,GD18,source,清远,C04,collection,汕头虚拟回收/检测中心,445.8822972488896,427.3829,305.58,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0362,GD18,source,清远,C05,collection,佛山虚拟回收/检测中心,88.3391479847887,94.902,73.80666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0363,GD18,source,清远,C06,collection,韶关虚拟回收/检测中心,179.19087548833554,180.8531,141.05,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0364,GD18,source,清远,C07,collection,河源虚拟回收/检测中心,251.14636384742758,287.474,229.47666666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0365,GD18,source,清远,C08,collection,梅州虚拟回收/检测中心,382.548418383279,397.3009,283.3283333333333,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0366,GD18,source,清远,C09,collection,惠州虚拟回收/检测中心,183.368389563571,185.05720000000002,134.575,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0367,GD18,source,清远,C10,collection,汕尾虚拟回收/检测中心,314.3082033676746,320.83840000000004,243.96666666666667,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0368,GD18,source,清远,C11,collection,东莞虚拟回收/检测中心,122.93685817460485,136.18220000000002,101.675,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0369,GD18,source,清远,C12,collection,中山虚拟回收/检测中心,160.66540404712987,156.378,116.74499999999999,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0370,GD18,source,清远,C13,collection,江门虚拟回收/检测中心,147.02898541450745,142.3946,113.225,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0371,GD18,source,清远,C14,collection,阳江虚拟回收/检测中心,262.9480259372752,272.5957,202.69166666666666,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
A0372,GD18,source,清远,C15,collection,湛江虚拟回收/检测中心,462.40989323879114,472.5423,324.97999999999996,OSRM driving/car,2026-08-15,D-road proxy; B-coordinates,C-开放路网计算；不是货车/危运合规路线
